year,ac_no,ac_name,district,turnout_pct,winner_candidate,winner_party,winner_votes,winner_pct,runnerup_candidate,runnerup_party,runnerup_votes,runnerup_pct,margin_votes
2017,387,Rohaniya,Varanasi,,Surendra Narayan Singh,BJP,119885.0,51.77,Mahendra Singh Patel,SP,62332.0,26.91,57553.0
2017,388,Varanasi North,Varanasi,,Ravindra Jaiswal,BJP,116017.0,51.2,Abdul Samad Ansari,INC,70515.0,31.12,45502.0
2017,389,Varanasi South,Varanasi,,Neelkanth Tiwari,BJP,92560.0,51.89,Rajesh Mishra,INC,75334.0,42.23,17226.0
2017,390,Varanasi Cantt.,Varanasi,,Saurabh Srivastava,BJP,132609.0,58.46,Anil Srivastava,INC,71283.0,31.42,61326.0
2017,391,Sevapuri,Varanasi,,Neel Ratan Singh Patel Neelu,AD(S),103423.0,50.48,Surendra Singh Patel,SP,54241.0,26.47,49182.0
2017,392,Bhadohi,Bhadohi,,Ravindra Nath Tripathi,BJP,79519.0,33.32,Zahid Beg,SP,78414.0,32.85,1105.0
2017,393,Gyanpur,Bhadohi,,Vijay Mishra,NISHAD,66448.0,31.97,Mahendra Kumar Bind,BJP,46218.0,22.23,20230.0
2017,394,Aurai (SC),Bhadohi,,Dinanath Bhaskar,BJP,83325.0,40.94,Madhubala,SP,63546.0,31.22,19779.0
2017,395,Chhanbey (SC),Mirzapur,,Rahul Prakash,AD(S),107007.0,50.62,Dhaneswar,BSP,43539.0,20.6,63468.0
2017,396,Mirzapur,Mirzapur,,Ratnakar Mishra,BJP,109196.0,48.77,Kailash Chaurasiya,SP,51784.0,23.13,57412.0
2017,397,Majhawan,Mirzapur,,Suchismita Maurya,BJP,107839.0,45.21,Ramesh Chand Bind,BSP,66680.0,27.96,41159.0
2017,398,Chunar,Mirzapur,,Anurag Singh,BJP,105608.0,49.34,Jagtamba Singh Patel,SP,43380.0,20.27,62228.0
2017,399,Marihan,Mirzapur,,Rama Shankar Singh,BJP,106517.0,45.19,Lalitesh Pati Tripathi,INC,59919.0,25.42,46598.0
2017,400,Ghorawal,Sonbhadra,,Anil Kumar Maurya,BJP,114305.0,48.89,Ramesh Chandra,SP,56656.0,24.23,57649.0
2017,401,Robertsganj,Sonbhadra,,Bhupesh Chaubey,BJP,89932.0,44.46,Avinash Kushvaha,SP,49394.0,24.42,40538.0
2017,402,Obra (ST),Sonbhadra,,Sanjiv Kumar,BJP,78058.0,49.24,Ravi Gond,SP,33789.0,21.31,44269.0
2017,403,Duddhi (ST),Sonbhadra,,Hariram,AD(S),64399.0,34.24,Vijay Singh Gond,BSP,63314.0,33.66,1085.0
