year,ac_no,ac_name,district,turnout_pct,winner_candidate,winner_party,winner_votes,winner_pct,runnerup_candidate,runnerup_party,runnerup_votes,runnerup_pct,margin_votes
2022,201,Bharthana (SC),Etawah,60.53,Raghvendra Kumar Singh,SP,103676.0,42.02,Siddharth Shanker,BJP,96117.0,38.96,7559.0
2022,202,Bidhuna,Auraiya,62.61,Rekha Verma,SP,92757.0,42.59,Riya Shakya,BJP,89492.0,39.19,3265.0
2022,203,Dibiyapur,Auraiya,62.03,Pradeep Kumar Yadav,SP,80865.0,40.34,Lakhan Singh Rajput,BJP,80392.0,40.1,473.0
2022,204,Auraiya (SC),Auraiya,58.8,Gudiya Katheriya,BJP,88631.0,45.28,Jitendra Kumar Dohare,SP,66184.0,33.81,22447.0
2022,205,Rasulabad (SC),Kanpur Dehat,60.63,Poonam Sankhwar,BJP,91783.0,46.77,Kamlesh Chandra Diwakar,SP,70271.0,35.8,21512.0
2022,206,Akbarpur-Raniya,Kanpur Dehat,64.73,Pratibha Shukla,BJP,92827.0,43.82,Dr. Ram Prakash Kushwaha,SP,79410.0,37.49,13417.0
2022,207,Sikandra,Kanpur Dehat,60.1,Ajit Singh Pal,BJP,89461.0,44.89,Prabhakar Pandey,SP,57894.0,29.05,31567.0
2022,208,Bhognipur,Kanpur Dehat,62.27,Rakesh Sachan,BJP,87809.0,40.25,Narendra Pal Singh,SP,75916.0,34.8,11893.0
2022,209,Bilhaur (SC),Kanpur Nagar,62.23,Rahul Bachha Sonkar,BJP,123094.0,50.34,Rachna Singh,SP,80743.0,33.02,42351.0
2022,210,Bithoor,Kanpur Nagar,65.59,Abhijeet Singh Sanga,BJP,107330.0,44.46,Munendra Shukla,SP,86257.0,35.73,21073.0
2022,211,Kalyanpur,Kanpur Nagar,52.89,Neelima Katiyar,BJP,98997.0,52.71,Satish Kumar Nigam,SP,77462.0,41.24,21535.0
2022,212,Govindnagar,Kanpur Nagar,54.66,Surendra Maithani,BJP,117501.0,61.03,Vikas Yadav,SP,36605.0,19.05,80896.0
2022,213,Sishamau,Kanpur Nagar,56.83,Haji Irfan Solanki,SP,79163.0,50.68,Salil Vishnoi,BJP,66897.0,42.83,12266.0
2022,214,Arya Nagar,Kanpur Nagar,50.95,Amitabh Bajpai,SP,76897.0,50.56,Suresh Awasthi,BJP,68973.0,45.35,7924.0
2022,215,Kidwai Nagar,Kanpur Nagar,59.06,Mahesh Trivedi,BJP,114111.0,55.39,Ajay Kapoor,INC,76351.0,37.06,37760.0
2022,216,Kanpur Cantonment,Kanpur Nagar,52.37,Mohammed Hasan,SP,94729.0,49.99,Raghunandan Singh Bhadauria,BJP,74742.0,39.44,19987.0
2022,217,Maharajpur,Kanpur Nagar,56.25,Satish Mahana,BJP,152883.0,60.6,Fateh Bahadur Singh Gill,SP,70622.0,28.0,82261.0
2022,218,Ghatampur (SC),Kanpur Nagar,60.55,Saroj Kureel,AD(S),81727.0,41.6,Bhagwati Prasad Sagar,SP,67253.0,34.23,14474.0
2022,219,Madhogarh,Jalaun,57.21,Moolchandra Singh,BJP,105231.0,41.29,Sheetal Kushwaha,BSP,70257.0,27.57,34974.0
2022,220,Kalpi,Jalaun,59.99,Vinod Chaturvedi,SP,69782.0,29.48,Chhote Singh,NISHAD,66966.0,28.29,2816.0
2022,221,Orai (SC),Jalaun,60.93,Gauri Shankar,BJP,128644.0,47.45,Dayashankar Verma,SP,90996.0,33.56,37648.0
2022,222,Babina,Jhansi,70.73,Rajeev Singh Parichha,BJP,118343.0,50.44,Yashpal Singh Yadav,SP,73814.0,31.46,44529.0
2022,223,Jhansi Nagar,Jhansi,59.88,Ravi Sharma,BJP,148262.0,58.65,Sitaram Kushwaha,SP,71909.0,28.45,76353.0
2022,224,Mauranipur (SC),Jhansi,66.95,Rashmi Arya,AD(S),143577.0,51.83,Tilak Chandra Ahirwar,SP,84982.0,30.68,58595.0
2022,225,Garautha,Jhansi,67.06,Jawahar Lal Rajput,BJP,114059.0,48.34,Deep Narayan Singh,SP,80397.0,34.07,33662.0
2022,226,Lalitpur,Lalitpur,68.27,Ramratan Kushwaha,BJP,176550.0,52.99,Chandrabhusan Bundela,BSP,69335.0,20.81,107215.0
2022,227,Mehroni (SC),Lalitpur,74.86,Manohar Lal Panth,BJP,184778.0,54.86,Kiran Ramesh Khatik,BSP,74327.0,22.07,110451.0
2022,228,Hamirpur,Hamirpur,63.65,Manoj Kumar Prajapati,BJP,105432.0,40.14,Ram Prakash Prajapati,SP,79947.0,30.44,25485.0
2022,229,Rath (SC),Hamirpur,64.84,Manisha Anuragi,BJP,139373.0,53.79,Chandravati,SP,77394.0,29.87,61979.0
2022,230,Mahoba,Mahoba,65.4,Rakesh Kumar Goswami,BJP,94490.0,45.61,Manoj Tiwari,SP,51043.0,24.64,43447.0
2022,231,Charkhari,Mahoba,64.39,Brijbhushan Rajpoot,BJP,102051.0,45.75,Ramjeevan Yadav,SP,60170.0,26.97,41881.0
2022,232,Tindwari,Banda,61.63,Ramakesh Nishad,BJP,86812.0,44.24,Brijesh Prajapati,SP,58387.0,29.76,28425.0
2022,233,Baberu,Banda,60.75,Vishambhar Singh Yadav,SP,79614.0,38.75,Ajay Kumar,BJP,72221.0,35.15,7393.0
2022,234,Naraini (SC),Banda,62.5,Ommani Verma,BJP,83263.0,38.91,Kiran Verma,SP,76544.0,35.77,6719.0
2022,235,Banda,Banda,63.59,Prakash Dwivedi,BJP,81557.0,41.34,Manjula Singh,SP,66343.0,33.63,15214.0
2022,236,Chitrakoot,Chitrakoot,64.61,Anil Pradhan,SP,104771.0,43.23,Chandrika Prasad Upadhyay,BJP,83895.0,34.62,20876.0
2022,237,Manikpur,Chitrakoot,61.34,Avinash Chandra Dwivedi,AD(S),73132.0,35.17,Veer Singh Patel,SP,72084.0,34.67,1048.0
2022,238,Jahanabad,Fatehpur,61.16,Rajendra Singh Patel,BJP,78503.0,41.21,Madan Gopal Verma,SP,60311.0,31.66,18192.0
2022,239,Bindki,Fatehpur,60.98,Jai Kumar Singh Jaiki,AD(S),78165.0,40.96,Rameshwar Dayal,SP,74368.0,38.97,3797.0
2022,240,Fatehpur,Fatehpur,59.87,Chandra Prakash Lodhi,SP,96839.0,45.24,Vikram Singh,BJP,88238.0,41.22,8601.0
2022,241,Ayah Shah,Fatehpur,58.44,Vikas Gupta,BJP,71231.0,44.4,Vishambhar Prasad Nishad,SP,58225.0,36.3,13006.0
2022,242,Husainganj,Fatehpur,61.85,Usha Maurya,SP,91884.0,48.78,Ranvendra Pratap Singh,BJP,66703.0,35.41,25181.0
